function	S1_S16	S1_m	S2_S16	S2_m	S3_S16	S3_m	S4_S16	S4_m	S5_S16	S5_m	S6_S16	S6_m	S7_S16	S7_m	S8_S16	S8_m	S9_S16	S9_m	S10_S16	S10_m	S11_S16	S11_m	S12_S16	S12_m	S13_S16	S13_m	S14_S16	S14_m	S15_S16	S15_m	S16_S16	S16_m	S17_S16	S17_m	S18_S16	S18_m
K16969	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	39	0
K17050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
K17051	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	7	0	14	0	0	16	0	0	0	59	11	0	18	1
K17052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
K17053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K17060	3064	280	838	213	1589	118	1079	615	4971	303	786	158	4136	969	1889	571	953	319	802	38	4740	1198	366	249	804	744	3750	47	893	653	1976	158	2133	1661	203	85
K17061	3064	280	838	213	1589	118	1079	615	4971	303	786	158	4136	969	1889	571	953	319	802	38	4740	1198	366	249	804	744	3750	47	893	653	1976	163	2133	1661	203	85
K17062	0	0	0	0	0	0	16	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	5	0	202	0	0	0	0	0	0	8	0	0	0	0
K17063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	187	0	0	3	0	0	0	4	0	0	0	0
K17067	0	0	13	0	0	0	0	0	0	0	0	0	192	0	0	12	0	1	22	60	0	0	35	13	70	0	0	5	0	0	0	17	21	0	70	8
K17071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
K17073	0	0	98	0	0	0	15	0	0	0	0	0	135	4	0	10	0	1	1	0	0	0	144	1	37	0	3	13	0	0	1	16	37	1	140	0
K17074	0	0	148	4	0	2	29	2	3	1	1	0	103	9	1	10	1	43	61	1	2	1	202	3	100	0	12	27	0	1	4	24	63	51	166	1
K17076	0	0	136	3	0	2	20	2	3	1	1	0	100	5	1	10	1	45	5	1	2	1	196	2	100	0	9	29	0	1	4	22	63	50	166	1
K17080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K17081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K17103	38784	3338	5215	3712	12745	3005	11224	1748	27991	2157	28066	1951	10216	5642	12517	2692	8897	5357	10319	4768	18322	5874	4408	1508	4201	6669	24510	1420	14602	5230	8749	3548	5516	4515	4479	1186
K17104	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	5	0	0	3	0	0	2	1	0	0	0	0
K17105	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	4	0	5	0	0	2	0	0	2	1	0	0	0	0
K17108	0	0	53	0	0	0	0	0	0	0	0	0	7	0	0	1	0	0	54	2	0	0	13	2	308	0	0	15	0	0	0	41	4	0	34	0
K17195	204	0	318	1	0	1	3	0	96	0	19	0	181	1	1	439	0	17	43	68	56	21	3700	48	0	0	0	13	7	0	10	4	287	3	1	17
K17202	204	273	191	24	1115	103	0	130	1225	31	105	3	186	9	172	277	23	291	159	105	282	127	1928	48	35	10	116	27	511	0	661	43	181	33	59	38
K17203	204	273	183	23	1115	102	0	130	673	31	63	3	186	8	172	250	22	157	147	104	170	75	1930	49	60	10	116	27	260	0	661	46	180	33	64	38
K17204	204	273	183	23	1115	102	0	130	673	31	63	3	186	8	172	250	22	157	147	104	170	75	1928	47	35	10	116	26	260	0	661	43	180	33	53	38
K17205	537	1	303	93	5	54	0	4	569	43	721	3	4088	570	12	209	5	142	718	72	1690	259	249	185	794	183	100	41	489	77	2	24	2002	20	164	82
K17206	537	60	348	227	238	101	349	78	570	53	721	174	4204	726	894	216	538	143	868	170	1690	259	387	259	864	275	589	56	513	170	352	47	2281	70	240	92
K17207	537	1	292	93	5	54	0	4	569	43	721	3	4088	570	12	209	5	142	718	72	1690	259	249	185	794	183	100	41	489	77	2	24	2002	20	164	82
K17208	411	421	21	148	2031	84	1730	97	553	72	200	195	1	236	107	103	123	134	24	2	623	123	11	3	22	357	6566	9	972	146	273	6	1	428	13	10
K17209	411	421	25	148	2031	84	1730	97	553	72	200	195	1	236	107	103	123	134	16	2	623	123	3	3	22	357	6566	8	972	146	273	6	1	428	13	10
K17210	411	421	21	148	2031	84	1730	97	553	72	200	195	1	236	107	103	123	134	24	2	623	123	11	3	22	357	6566	9	972	146	273	6	1	428	13	10
K17213	3013	404	1619	365	2237	137	6672	721	9242	557	1610	286	8511	1548	2380	1666	1552	558	1949	310	9348	2273	4570	596	1718	1051	5925	140	1640	554	2523	114	4788	270	452	212
K17214	1925	370	835	372	1702	141	1999	826	5073	648	1086	173	4216	868	3477	879	1547	299	722	111	4936	1208	2368	256	888	784	3776	73	898	338	2877	78	2299	62	222	99
K17215	1599	404	879	275	2237	123	6672	718	5190	520	847	260	4213	984	2377	909	1553	425	1145	147	4793	1192	2207	305	881	806	4943	78	1085	477	2519	81	2273	270	256	122
K17216	0	0	197	2	0	1	3	1	0	1	0	0	339	1	0	78	0	3	183	1	0	0	75	37	186	1	9	44	0	1	1	39	40	4	67	1
K17217	0	0	209	1	0	1	0	1	15	1	0	0	347	1	0	81	0	3	203	2	0	0	72	39	113	1	9	52	0	1	1	42	46	4	65	4
K17218	8146	1537	2447	985	8987	594	3448	830	8645	628	6124	901	7997	1457	4050	724	2554	794	1865	878	7490	3385	2169	709	2504	1335	4972	688	5707	757	3439	1561	4828	2650	1292	436
K17222	336	36	819	65	89	193	88	1	1048	37	921	16	205	123	345	26	313	270	260	69	212	249	279	67	196	18	93	128	444	40	24	426	135	519	370	71
K17223	336	36	817	65	89	193	88	1	1048	37	921	16	193	123	345	24	313	270	258	68	212	249	268	66	196	18	93	121	444	40	24	396	135	519	365	71
K17224	336	36	451	66	89	193	88	1	1048	37	921	16	119	123	342	18	313	270	245	65	212	249	233	58	165	18	105	82	442	40	24	267	72	522	247	70
K17225	336	70	159	147	101	214	519	49	1053	100	921	11	159	131	768	18	518	280	259	82	212	250	231	69	231	28	106	91	464	53	388	282	116	548	337	73
K17226	10705	112	1226	274	395	255	841	85	2698	141	1842	196	4115	658	1630	64	1338	590	1223	168	2375	499	1037	340	1404	134	658	479	932	616	462	1262	2075	3039	1164	202
K17227	672	41	875	112	133	197	167	1	2094	69	1842	16	245	231	677	37	623	520	453	121	424	498	343	98	283	18	99	279	884	79	49	743	155	1001	460	145
K17228	3789	658	2679	498	5167	432	2000	639	13161	380	5851	228	5640	1309	1918	1700	1372	1334	2234	297	6130	1852	8620	623	1355	1185	3867	271	2507	1993	2090	226	2788	250	776	195
K17229	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	4	0	0	0	0	0	0	0	0	18	0	0	0	23	0	0	0	0
K17230	3	0	224	0	0	0	0	0	101	0	0	0	10	0	0	232	0	22	129	3	4	1	0	13	8	0	0	7	4	0	0	21	88	0	24	4
K17234	0	0	4	0	0	0	0	0	0	0	0	0	1856	0	0	9	0	0	20	197	0	0	225	245	47	0	0	1	0	0	1	3	15	0	2725	219
K17235	0	0	4	0	0	0	0	0	0	0	0	0	1854	0	0	9	0	0	18	197	0	0	225	243	47	0	0	0	0	0	1	3	15	0	2719	219
K17236	0	0	4	0	0	0	0	2	2	1	0	0	3745	0	4	15	0	0	46	394	0	0	447	486	100	0	0	5	0	0	3	12	48	0	5524	444
K17237	0	307	53	17	1645	61	4678	158	26	27	0	88	39	123	215	5	99	2	420	81	0	1	8	85	7	27	1191	10	6	151	735	8	26	227	42	36
K17238	0	307	53	17	1645	61	4678	158	26	27	0	88	39	123	215	5	99	2	420	81	0	1	8	85	7	27	1191	10	6	151	735	8	26	227	42	36
K17239	0	307	53	17	1645	61	4678	158	26	27	0	88	39	123	215	5	99	2	420	81	0	1	8	85	7	27	1191	10	6	151	735	8	26	227	42	36
K17240	0	307	52	17	1645	61	4678	158	26	27	0	88	39	123	215	5	99	2	420	81	0	0	8	80	7	27	1191	10	6	151	735	8	26	227	42	36
K17241	0	342	107	20	2180	61	9640	197	50	29	0	175	46	256	280	14	181	3	897	156	0	2	189	154	49	58	2388	36	10	301	837	25	58	447	92	67
K17242	0	342	111	20	2180	61	9640	197	50	29	0	175	3690	256	280	28	181	3	935	550	0	2	633	644	154	58	2388	37	10	301	837	31	80	447	5538	505
K17243	0	342	115	20	2180	61	9640	197	50	29	0	175	1904	256	280	21	181	3	917	353	0	2	435	401	128	58	2388	37	10	301	837	39	80	447	2826	286
K17244	376	1	369	102	0	20	30	139	460	130	281	1	60	9	1159	463	85	10	82	7	257	69	134	5	387	5	3	62	69	12	444	144	169	10	255	2
K17245	376	1	311	102	0	20	30	139	460	130	281	1	60	9	1159	246	89	10	85	7	257	69	134	5	387	5	3	62	69	12	444	145	249	10	233	2
K17246	376	36	360	105	535	20	4708	170	484	132	281	89	70	131	1221	249	171	11	497	79	257	70	140	66	394	31	1178	67	73	162	529	148	249	230	270	32
K17247	16383	2092	3682	1344	8116	815	10607	1333	11546	1054	4597	1091	6868	2946	6264	1733	3343	1663	2114	663	9763	2130	3544	571	1855	3025	21034	572	3380	1670	5328	1344	4126	4301	1819	366
K17248	0	0	2	0	0	0	0	0	0	0	0	0	5	0	1	1	0	0	1	2	0	0	2	4	0	0	0	15	0	0	1	30	0	0	13	1
K17266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
K17285	0	4	92	8	13	8	14	4	0	5	0	3	37	1	60	6	175	0	11	1	0	1	40	4	19	4	75	15	0	1	10	55	32	1	15	1
K17290	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
K17311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K17312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K17313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K17315	4424	1876	3165	1053	7377	706	10980	1721	6772	1406	1367	498	13347	1767	5376	1378	1531	458	2995	584	5354	1370	1504	1151	1416	1968	8007	299	1070	1142	6931	769	7045	2455	4498	657
K17316	4085	1874	1666	930	7377	675	10939	1553	6169	1219	1086	498	11128	1760	4149	845	1434	424	2530	578	5092	1301	1311	1029	1340	1963	7984	258	998	1131	6322	651	5511	2437	4050	601
K17317	4079	1872	1759	918	7376	670	10939	1526	6088	1167	1084	494	9487	1760	4142	845	1428	423	2318	510	5092	1301	1402	953	1440	1965	7988	267	998	1131	6240	648	4640	2429	4041	513
K17318	11	37	345	38	535	15	4710	63	126	60	3	88	8213	133	134	62	100	42	1253	944	2	3	1034	1126	479	28	1200	35	4	151	255	90	2123	332	8455	771
K17319	11	37	340	37	535	15	4710	63	126	60	3	88	8210	130	134	62	100	42	1197	944	2	2	1026	1120	481	28	1200	33	4	151	255	89	2122	332	8451	770
K17320	11	37	340	37	535	15	4710	63	126	60	3	88	8202	130	134	62	100	42	1197	944	2	2	1026	1111	481	28	1200	34	4	151	255	89	2122	332	8451	770
K17321	14928	1113	1463	954	3813	404	6886	1079	9122	784	3290	590	4617	1937	5562	592	2634	1141	1347	166	8344	1656	1116	418	1429	2210	7319	258	1213	831	4381	619	2552	1096	1326	173
K17322	14928	1113	1463	954	3813	404	6886	1079	9122	784	3290	590	4617	1937	5562	592	2634	1141	1347	166	8344	1656	1116	418	1429	2210	7319	256	1213	831	4381	619	2552	1096	1326	173
K17323	14928	1113	1474	954	3813	404	6886	1079	9122	784	3290	590	4617	1937	5562	592	2634	1141	1347	166	8344	1656	1116	418	1429	2210	7319	256	1213	831	4381	619	2552	1096	1326	173
K17324	13680	1106	1445	904	3789	291	6722	1029	5217	767	1082	584	4582	1621	4345	593	2075	347	1349	166	7017	1297	934	407	1429	2054	7305	257	1023	682	3894	621	2544	937	1328	148
K17325	13680	1106	1432	904	3789	291	6722	1029	5217	767	1082	584	4578	1621	4345	592	2075	347	1347	166	7017	1297	924	407	1429	2054	7305	255	1023	682	3894	621	2544	937	1326	148
K17326	4	8	24	70	6	24	33	128	325	275	0	2	867	3	192	4	46	1	143	1	0	0	7	90	58	1	11	2	0	2	495	1	672	17	7	51
K17327	4	8	24	70	6	24	33	128	325	275	0	2	867	3	192	4	46	1	143	1	0	0	7	90	58	1	11	2	0	2	495	1	672	17	7	51
K17328	4	8	24	70	6	24	33	128	325	275	0	2	867	3	192	4	46	1	143	1	0	0	7	90	58	1	11	2	0	2	495	1	672	17	7	51
K17329	8	15	354	141	12	48	74	257	652	550	0	3	5741	7	390	46	92	2	382	564	0	0	714	744	359	2	25	32	0	3	992	35	1522	46	5596	575
K17330	8	50	401	144	547	48	4756	288	676	552	0	91	5751	129	452	50	174	4	791	681	0	0	701	800	371	28	1200	36	4	153	1077	37	1506	266	5642	604
K17331	8	16	362	142	12	48	74	257	652	550	0	3	5774	7	392	47	92	2	382	642	0	0	703	752	364	2	28	34	0	2	992	35	1518	47	5605	573
K17362	4288	54	107	795	540	1683	242	45	2358	220	11841	485	198	650	2412	87	3124	1577	1952	66	1766	819	335	95	914	2252	15049	5	6744	523	274	90	5	46	79	299
K17363	1	0	4	35	0	0	0	0	0	0	0	0	0	4	0	27	0	0	0	0	1	0	4	2	0	0	0	11	0	0	0	1	0	1	8	1
K17364	0	0	62	0	0	0	0	0	0	0	0	0	46	0	0	2	0	0	19	2	0	0	36	18	32	0	0	13	0	0	0	16	46	0	19	1
K17398	0	0	0	16	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K17414	0	0	0	0	0	0	0	0	0	0	0	0	1822	0	0	6	0	0	18	197	0	0	222	243	47	0	0	0	0	0	0	1	11	0	2719	219
K17462	0	0	277	2	0	1	6	1	0	0	0	0	538	1	1	85	0	3	131	1	0	0	208	58	161	0	0	46	0	0	0	51	70	4	86	1
K17463	547	421	39	165	2031	83	1730	97	0	72	158	195	0	238	107	97	122	0	7	2	510	71	6	6	0	357	6566	7	721	146	273	12	0	428	6	4
K17464	547	421	39	148	2031	83	1742	97	0	72	158	195	0	240	107	95	122	0	7	2	510	71	0	6	0	357	6569	1	721	146	273	9	0	428	2	3
K17465	547	421	39	148	2031	83	1742	97	0	72	158	195	0	240	107	95	122	0	7	2	510	71	0	6	0	357	6569	1	721	146	273	9	0	430	2	3
K17466	547	421	39	148	2031	83	1730	97	0	72	158	195	0	236	107	95	122	0	7	2	510	71	0	6	0	357	6566	1	721	146	273	9	0	429	2	3
K17467	547	421	39	148	2031	83	1730	97	0	72	158	195	0	236	107	95	122	0	7	2	510	71	0	6	0	357	6566	1	721	146	273	9	0	429	2	3
K17468	547	421	39	165	2031	83	1730	97	0	72	158	195	0	238	107	97	122	0	7	2	510	71	6	6	0	357	6566	7	721	146	273	12	0	428	6	4
K17472	0	0	296	1	0	1	6	2	0	1	0	0	363	1	0	87	0	4	188	2	0	0	246	38	207	1	14	51	0	1	1	58	98	6	208	1
K17473	547	421	39	148	2031	83	1730	97	0	72	158	195	0	236	107	95	122	0	7	2	510	71	0	6	0	357	6566	1	721	146	273	9	0	428	2	3
K17474	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	7	1	0	0	55	0	0	0	1	4	90	1	0	3	25	0	0	10
K17476	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	1	0	0	35	0	8	0	0	0	0	0	0	12	11	0	0	0
K17483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	1	0	0	0	0	0	0	0	0	17	0	0	1
K17484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	1	0	0	0	1	0	0	0	0	29	0	0	1
K17485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0
K17486	0	19	1	0	18	9	0	0	0	0	0	7	6	0	0	1	0	0	0	1	0	0	0	0	2	14	54	2	0	0	0	22	1	35	8	1
K17488	0	0	31	2	0	0	0	0	0	0	0	0	87	1	0	9	0	0	27	0	0	0	82	4	105	0	0	24	0	0	2	56	104	0	36	0
K17489	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	2	0	15	0	0	2	0	0	0	4	11	0	11	0
K17490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1	0	0	0	1	0	0	5	0
K17550	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	23
K17570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K17592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	32	0	0	0	0	0	0	1	0	0	0	0
K17618	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K17623	1851	280	435	147	1587	93	1079	615	18	303	0	131	3655	192	1889	156	953	3	628	13	128	85	348	127	764	499	2764	34	93	165	1976	19	1877	25	150	56
K17624	4	8	24	70	6	24	37	128	325	275	0	2	4511	3	192	21	46	1	173	442	0	0	460	575	152	1	11	2	0	1	495	2	671	17	5447	496
K17640	4	8	24	70	6	24	33	128	325	275	0	2	867	3	192	4	46	1	145	1	0	0	16	90	58	1	11	3	0	2	495	2	675	18	13	51
K17641	4	8	24	70	6	24	33	128	325	275	0	2	887	3	192	4	46	1	150	2	0	0	40	90	73	1	11	3	0	2	495	3	688	17	9	51
K17662	56	634	536	79	2027	115	5934	257	206	170	15	200	4360	453	439	44	603	36	1572	230	5	15	850	406	610	137	1793	322	49	624	1424	685	2852	461	410	202
K17675	384	738	873	323	2311	192	6511	493	737	324	297	386	4685	693	2572	283	1367	50	1639	236	261	85	1211	481	1063	283	2399	475	148	758	2353	1310	2979	564	835	206
K17680	411	456	73	249	2566	84	6410	129	24	73	158	282	39	374	171	8	204	2	416	75	510	71	38	58	21	383	7741	21	725	296	464	61	16	648	40	31
K17686	33078	4865	8835	4366	21319	4109	17355	2341	36819	3037	41678	2538	32618	7674	15956	3481	10191	6511	14892	6311	22706	8407	16704	3675	8987	7064	37558	2051	24761	9524	10977	4902	14004	5797	16575	2806
K17713	7506	1095	4224	803	7215	581	3658	898	15093	570	6368	426	5671	1977	3215	2344	1594	1642	2303	319	7251	2241	3618	440	1439	1573	10451	403	3663	2619	2956	979	3106	2340	903	211
K17716	1151	1031	650	450	3693	239	992	74	4957	199	4068	544	626	199	530	555	552	553	4218	3097	4439	2315	416	298	1103	660	3890	103	4410	316	718	283	243	1821	755	223
K17717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	1
K17722	411	421	2	148	2031	83	1730	97	0	72	158	195	0	236	107	0	122	0	0	2	510	71	0	1	0	357	6566	2	721	146	273	2	0	428	1	2
K17723	3877	1527	1382	1017	5773	426	8288	1181	5805	947	568	775	7947	1497	4475	550	2035	425	1797	264	4026	1165	1140	464	1460	2236	13875	179	1496	1162	4406	503	4498	1059	662	258
K17724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K17725	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
K17733	9193	586	1714	555	682	1440	2015	168	11328	229	5820	400	1015	1354	1517	644	3400	2686	5094	2986	2609	1243	617	160	1253	2506	15076	209	2221	2672	610	513	386	232	921	145
K17734	0	0	100	3	0	0	0	0	0	0	0	0	318	0	3	15	0	0	34	18	0	0	548	32	359	0	0	24	0	0	1	65	159	0	79	1
K17735	2500	370	715	284	1847	182	1485	698	4985	318	110	343	3851	578	2779	523	1491	345	790	41	3164	995	504	195	984	681	4330	78	680	674	2346	165	1936	1750	248	74
K17736	2498	280	698	147	1589	120	1079	617	4983	304	110	158	3730	406	1889	526	953	320	735	27	3164	993	409	201	818	571	3753	40	656	577	1980	32	1904	1661	187	63
K17737	6149	1029	1851	470	3836	423	3321	718	12347	400	6007	412	4302	1686	1999	1125	1075	1296	1346	86	6661	1927	663	237	1205	1355	10331	130	3258	2507	2275	73	2421	2278	395	121
K17739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0
K17744	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	4	0	0	0	8	0	0	5	0
K17745	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	3	0	0	0	0
K17748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
K17749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
K17750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
K17752	1867	13	432	148	17	66	132	147	1009	157	283	92	1093	261	1256	131	618	80	508	22	375	150	564	346	446	9	86	108	87	722	575	316	552	13	660	47
K17754	0	19	37	0	18	9	0	0	0	0	0	7	13	0	1	1	0	0	2	0	0	0	9	3	2	14	54	3	0	0	1	4	2	35	1	0
K17755	0	0	87	2	0	1	4	2	4	1	0	0	258	0	4	2	0	6	145	64	0	0	73	118	37	0	0	4	0	0	2	2	298	1	29	10
K17758	53	0	41	0	0	26	0	0	0	0	0	0	188	0	0	5	0	0	33	0	12	0	55	23	11	0	0	1	1	0	0	13	7	1636	4	1
K17759	7353	1920	3619	1423	7406	1368	4957	964	8869	894	5005	1137	6344	2619	3008	1729	4733	2275	6071	3554	6894	2819	3635	673	3214	3525	25385	748	5786	2110	4143	1951	3578	683	1736	413
K17760	673	26	291	123	131	36	656	11	2092	87	1842	10	3913	216	731	15	825	493	992	144	424	499	473	206	1213	5	99	214	881	94	161	473	2046	5872	370	189
K17762	1867	13	328	148	17	66	129	145	1009	157	283	92	1004	261	1256	122	618	79	503	21	375	150	374	336	352	9	81	95	87	722	523	281	488	13	634	47
K17763	1867	13	577	148	17	66	135	145	1009	157	283	92	2375	261	1256	132	618	82	971	21	375	150	514	513	546	9	81	129	87	722	523	455	537	13	752	47
K17810	6	8	426	82	6	25	48	128	375	275	35	2	5220	6	193	45	47	69	184	394	0	3	919	703	503	1	11	40	120	1	495	60	872	47	5696	497
K17818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	45	0	0	0
K17828	0	37	755	407	544	7	4701	34	31	3	5	89	6612	227	71	169	83	68	778	970	2	1	6611	832	1894	38	1188	349	4	163	104	683	751	279	14580	1055
K17829	0	0	145	0	0	0	0	0	0	0	0	0	338	0	0	38	0	0	103	19	0	0	644	87	423	0	0	56	0	1	0	193	368	0	205	13
K17830	0	0	2	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	5	0	0	6	0	0	2	2	0	0	4	0
K17831	0	2	9	0	0	0	0	0	0	0	0	0	5	0	0	2	0	2	0	0	0	0	0	2	0	0	0	9	0	0	0	45	3	0	6	0
K17832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	5	0	0	0	3	0	0	0	0
K17835	0	0	6	0	0	0	0	0	0	0	0	0	3	0	0	5	0	0	0	0	0	0	16	0	0	0	0	1	0	0	0	4	8	0	0	0
K17836	17790	1136	2519	2506	3203	2555	2969	881	6487	1623	24983	878	9551	2287	7675	761	5101	2251	10096	4296	6648	2047	3619	1803	3901	3683	17015	975	14165	1809	4711	1930	3788	1268	8220	1618
K17837	5963	1237	2637	842	4809	553	7365	617	9137	917	10116	792	3350	1325	5082	1009	2242	1580	6240	3839	4823	2587	1403	803	1709	843	4226	317	5636	1566	2834	704	1017	610	3673	621
K17838	2222	445	186	781	2403	761	5421	484	2069	650	13065	263	2408	879	4313	62	1368	546	2520	410	2295	1130	547	313	514	172	1329	124	7283	742	2379	291	1506	783	418	464
K17840	0	0	23	0	0	0	4	0	0	0	0	0	46	0	0	4	0	0	29	51	0	0	197	10	135	0	0	14	0	1	0	8	115	0	39	10
K17850	13990	1442	997	800	5584	295	8215	916	6263	728	1238	593	4467	1226	2684	1008	1730	587	2338	372	5984	1382	805	348	1201	2126	13213	135	1794	687	3414	239	2372	1752	660	242
K17865	35	213	291	215	431	59	650	97	19	38	3	289	251	471	1123	334	927	4	141	12	2	7	274	53	405	241	1099	177	41	225	648	706	206	293	584	11
K17870	0	0	1	0	0	0	0	0	0	0	0	0	18	0	0	1	0	0	16	1	0	0	11	1	18	0	0	1	0	0	0	17	13	0	2	0
K17876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	11	1	0	0	24	1	0	0	0	1	0	1	0	1	17	0	0	6
K17880	0	0	7	0	0	1	0	0	0	0	0	0	17	0	0	2	0	0	9	3	0	0	25	6	0	0	0	8	0	0	2	22	26	1	11	3
K17881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K17882	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	9	0	0	6	1	13	0	0	0	0	0	0	3	3	0	0	1
K17883	2	0	238	2	0	1	5	1	54	1	34	0	900	1	0	24	0	31	227	267	0	2	243	256	531	1	8	27	120	0	0	79	591	4	277	29
K17884	0	0	1	3	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	5	0	0	4	0	0	4	2	0	0	0	0
K17892	0	0	73	0	0	1	25	0	0	0	0	1	43	2	0	4	3	0	78	3	0	0	129	3	383	0	0	54	0	0	0	124	79	0	36	0
K17893	0	4	72	0	0	1	37	0	61	10	0	0	21	0	2	5	7	0	8	1	0	1	31	6	75	0	0	26	6	2	5	81	36	0	15	1
K17898	0	0	19	0	0	0	0	0	0	0	0	0	7	0	0	4	0	0	1	0	0	0	0	1	1	0	0	5	0	0	0	3	0	0	1	0
K17899	0	0	19	0	0	0	0	0	0	0	0	0	7	0	0	4	0	0	1	0	0	0	0	1	1	0	0	5	0	0	0	3	0	0	1	0
